video_name,question_id,question,answer,type
gWTndmDHZQc,v_gWTndmDHZQc_5,what happened to the person with the black shirt after he got the guitar,weigh it down,2
7CM2OYr-Csw,v_7CM2OYr-Csw_5,what happened to the blond girl after putting on the long line,kite flew high,2
mMm1LfVb8Pg,v_mMm1LfVb8Pg_5,what happened to the person in blue suit weed cutter approaching the tires,pull off tires,2
DUi-hLMpQQo,v_DUi-hLMpQQo_5,what happened to the person in blue shirt when the scissors operated,black clothes people waved,2
iuXjatyFcwo,v_iuXjatyFcwo_5,what happens when the person in blue shorts raises the pole to the top of his head,stand up,2
WINtiw-_3vg,v_WINtiw-_3vg_5,what happened to the boy after playing saxophone,turn around,2
9k19UUJtldg,v_9k19UUJtldg_5,what happened to the little boy in blue before he hit the ball,test ball,2
sfbgZOHLkII,v_sfbgZOHLkII_5,what happened to the camel after the woman sat down,stand up,2
HowkVy5fOyk,v_HowkVy5fOyk_6,what happens to the cow when it sees a red cloth,rush to red cloth,8
K1LiXUpoSmI,v_K1LiXUpoSmI_5,what happened after the kid's second serve,hit himself,2
MAYrBia9Xnw,v_MAYrBia9Xnw_5,what happened to the child after he posed,get blow out,2
StGxFfLiYNU,v_StGxFfLiYNU_5,what happened to the kid in blue when he saw the camera,wave,2
LjPKKqe-VO0,v_LjPKKqe-VO0_5,what happened to the coach after the blond man jumped on the pole,kick off cushion,2
2_H3lxMWvPo,v_2_H3lxMWvPo_5,what happened to the cow after it was brought up,run forward,2
bWZkD_s1940,v_bWZkD_s1940_5,what happened to the dancing girl after she threw the stick ,circle,2
cK0-WcGXacQ,v_cK0-WcGXacQ_5,what happened before the discus thrower threw the discus,rotate,2
vzUeFzhVYLg,v_vzUeFzhVYLg_5,what happened to the diving person before the diving,takeoff,2
fEBM3nPMen8,v_fEBM3nPMen8_5,what happened after the diver got into the water,fish bite,2
TiQcZKml5Bs,v_TiQcZKml5Bs_5,what happened after the person in the video took the dog,run,2
IGT0dIKDGCw,v_IGT0dIKDGCw_5,what happened to the dog after the man in the hat threw the frisbee,bite frisbee,2
PD-FXR7O9J0,v_PD-FXR7O9J0_5,what happened after flushing the dog,lift dog,2
E_UkQGk7QAE,v_E_UkQGk7QAE_5,what happened at the end of the skiing,applause,2
FxpP7lqvm30,v_FxpP7lqvm30_5,what happened after the game,children shook hands,2
OysON6LbF6Y,v_OysON6LbF6Y_5,what happens after the harmonica is over,clapping,2
pVuuVHA3RVw,v_pVuuVHA3RVw_5,what happened after the run,video end,2
svNcNLEPKMc,v_svNcNLEPKMc_5,what happened before the first athlete dived,handstand,2
2DCHbuwZNSs,v_2DCHbuwZNSs_5,what happened to the first person to feed the fish in the video after they fed the fish,shake hand,2
BjjN_aq_wq4,v_BjjN_aq_wq4_5,what happened after the first person appeared washing dishes,picture change,2
cTxVTEzQDr8,v_cTxVTEzQDr8_5,what happened after the first person wearing the red hat fell,try again,2
dZsk5Dp_5FE,v_dZsk5Dp_5FE_5,what happened to the first firewood when the video started,fall down,2
dGT_KGb0gyw,v_dGT_KGb0gyw_5,what happened after the game,clap hand to celebrate,2
fLR-b-FDjlM,v_fLR-b-FDjlM_5,what happened after the game was over,role pause,2
kMtjk1KFvXQ,v_kMtjk1KFvXQ_5,what happened to this girl before the balance beam,do somersault,2
d09u-0k3LdE,v_d09u-0k3LdE_5,what happened to the girl in the video before the chain ball was thrown,pirouette,2
7IwHwDuQdyU,v_7IwHwDuQdyU_5,what happened to the girl in the blue vest after she made a move,raise hand,2
k-I4zLbgdpM,v_k-I4zLbgdpM_5,what happened after the little girl with the injured middle finger explained,carry out performance,2
EBw5-KVV_PU,v_EBw5-KVV_PU_5,what happened to the girls before they danced,pendulum poss,2
V08Q-DbT0GQ,v_V08Q-DbT0GQ_5,what happened after the person with glasses drank with the boys in black,eat noodles,2
HQVSLlKhupk,v_HQVSLlKhupk_5,what happened to the goalkeeper after the ball flew to the goal,fall,2
0mNZfG6CL74,v_0mNZfG6CL74_5,what happened to the gymnast after the wrestling,dry powder,2
V90CMuokf0c,v_V90CMuokf0c_5,what happened to the hull after the man in black paddled on the left side,drive to right,2
CDncYtx6Lwc,v_CDncYtx6Lwc_5,what happened to the woman after she drank the water,pick up phone,2
w4pO-1-FG5w,v_w4pO-1-FG5w_5,what happened when the woman in the video took out her shaving irons,shave,2
4UdxT6Zmero,v_4UdxT6Zmero_5,what happened to the person using the lawn mower after finishing the grass,weeds are gone,2
SYh-j9bK_ls,v_SYh-j9bK_ls_5,what happened when the left half of the squad got up,right man stands up,2
Woelo4XJkHE,v_Woelo4XJkHE_5,what happened to the boy after eating an ice cream,laugh,2
-Fk62y-1WHo,v_-Fk62y-1WHo_5,what happened after the little boy played,stop recording,2
NjD6iWI3NvM,v_NjD6iWI3NvM_5,what happened before the boy did the exercise,amuse dog,2
09ocXmGF-T4,v_09ocXmGF-T4_5,what happened to the boy before he touched the potato ,adults chipping potatoes,2
1px5LTVIR3A,v_1px5LTVIR3A_5,what happened to the little boy in the white suit before he left,bow,2
UNKf15ALDh8,v_UNKf15ALDh8_5,what happened to the woman with long hair before planting trees,loose soil,2
7dXqXFoju2M,v_7dXqXFoju2M_5,what happened to the long hair woman after she smoked a cigarette,drink,2
IxaBEVd2PZM,v_IxaBEVd2PZM_5,what happened to the woman with the long braid before she went to ballet,trot,2
dKJMP8EmZjw,v_dKJMP8EmZjw_5,what happened after the man got on the boat,ship opened,2
ivAvKRQQy1Q,v_ivAvKRQQy1Q_5,what happened after the white man finished cooking,put in plate,2
AQ3eFWxZ67U,v_AQ3eFWxZ67U_5,what happened after the man came to the pool,jump into pool,2
CFbkVO5b2g0,v_CFbkVO5b2g0_5,what happened to this man before he played the instrument,string string,2
xuvp0jKMqRU,v_xuvp0jKMqRU_5,what happened to the man before the pumpkin carving,draw on pumpkin,2
DOI6tsATsE4,v_DOI6tsATsE4_5,what happened to the man in black before the show,white male nodding,2
yRQpolWhJ6A,v_yRQpolWhJ6A_5,what happened after the person in blue shook hands,happy,2
dN8LBey17O8,v_dN8LBey17O8_5,what happened to the person in gray before he mowed the lawn,height of grass,2
iuc48VIWLJY,v_iuc48VIWLJY_5,what happened to the man in the black hat after he left,skiing leather ring,2
0iqx7o5WYW8,v_0iqx7o5WYW8_5,what happened when the person in the black hat grabbed the ball,pass ball,2
zH1MiuiTsx8,v_zH1MiuiTsx8_5,what happened after the person in the blue jacket drew the paddle,stop rowing,2
YvPoAOrjX5I,v_YvPoAOrjX5I_5,what happened after the person in blue sent the ball,laugh,2
teffBaLEZQg,v_teffBaLEZQg_5,what happened after the person wearing a blue hat fell,single hand support,2
faqijFZWQlo,v_faqijFZWQlo_5,what happened when the person in a gray jacket entered the house,haircut,2
u_vLZxgO9Rw,v_u_vLZxgO9Rw_5,what happened before the man in green jumped rope,squat,2
TXSOSSGJYO0,v_TXSOSSGJYO0_5,what happened to the man in gray after he lifted his feet,raise hand,2
_V62aT_K8Zw,v__V62aT_K8Zw_5,what happened to the person in the hat after he smoked,draw,2
V6Sy8zpJSuc,v_V6Sy8zpJSuc_5,what happened after the person in the hat laid out the carpet,hold down,2
1lwG-y_QCkc,v_1lwG-y_QCkc_5,what happened to the person in the hat before the engine,go to machine,2
2ShsRSJ9cqE,v_2ShsRSJ9cqE_5,what happened before the person in the hat soldered it,set up shelf,2
4z0meF-_b1I,v_4z0meF-_b1I_5,what happened when the person in the hat got out,start weeding,2
Z-zG845frso,v_Z-zG845frso_5,what happened to the person in the red jacket before he hit the ball,jump up,2
0xBP-TSsqb0,v_0xBP-TSsqb0_5,what happened to the man in the video after combing his hair,wear hoop,2
bYxVbXzQToI,v_bYxVbXzQToI_5,what happened to the person in the white coat after he sat down,tune stringed instrument,2
C5SXR9nMY3I,v_C5SXR9nMY3I_5,what happened to the person in the white coat after he wrapped the wrapping paper,tape,2
afMQA352X_A,v_afMQA352X_A_5,what happened when the person in the white threw a punch at the man in front of him,be blocked,2
H_IfIsKQ3Zw,v_H_IfIsKQ3Zw_5,what happened to the person in white after the phone call,assembly of steel,2
NZskwwovSZI,v_NZskwwovSZI_5,what happens to the person in white after get tattoos,relax with mobile phone,2
sNTOUuE7ZfM,v_sNTOUuE7ZfM_5,what happened to the person in the tie after the dance,make face,2
gNUCdXGxp0w,v_gNUCdXGxp0w_5,what happened to the person in the green vest after he mentioned the bridle,horse is moving,2
e0yu4WgiZUM,v_e0yu4WgiZUM_5,what happened when the man swam to the wall,swivel,2
Ko7Nt8UDP4Q,v_Ko7Nt8UDP4Q_5,what happened to the person who opened the refrigerator after he had finished eating sandwich,big mother,2
m73Cod-PmMQ,v_m73Cod-PmMQ_5,what happens when the person in the black scarf shows up in front of the camera,turn and half squat down,2
7-UlUnaBjXU,v_7-UlUnaBjXU_5,what happened after the person wearing a white helmet accelerated up the slope,motorcycle jump,2
-pkfcMUIEMo,v_-pkfcMUIEMo_5,what happened after the person shoveled the snow,piled to corner,2
HowkVy5fOyk,v_HowkVy5fOyk_5,what happened after the matador show ,audience cheered,2
fh21bbDSVmA,v_fh21bbDSVmA_5,what happened after the gymnastic performance of the man in the white,others come on field,2
iAes5SVj_Fg,v_iAes5SVj_Fg_5,what happened to the man in yellow after the flip,audience applauded,2
jWODw4vy45M,v_jWODw4vy45M_5,what happened after the dog closest to the camera walked ,lens deflection,2
CfqnHsp6olc,v_CfqnHsp6olc_5,what happened to the number 10 player before he played football,put ball,2
EQWdo0FcKAo,v_EQWdo0FcKAo_5,what happened to the old person before he danced with the man in white,in dialogue,2
V-46E7jMm-Y,v_V-46E7jMm-Y_5,what happened to the old person in the black suit before he shot,aim,2
C27eI-S1Vkw,v_C27eI-S1Vkw_5,what happened to the operator after the hair was tied up,go through last,2
0Um-HgjcnXY,v_0Um-HgjcnXY_5,what happened after the orange player won,fist,2
bBRzBh0gAZQ,v_bBRzBh0gAZQ_5,what happened after the contestants started running,takeoff,2
vHnZ3NrZER0,v_vHnZ3NrZER0_5,what happened to the person in black before he cut the paper,measurement length,2
Ynvd8OuXKGw,v_Ynvd8OuXKGw_5,what happened to the person in black before he danced,putting camera,2
ojTFTIwsa_c,v_ojTFTIwsa_c_5,what happened to the person in black before the car wash,wiping car with foam,2
JB-ynj70saA,v_JB-ynj70saA_5,what happened after the person with the black pants came down the second time,fall,2
1kkc9hDshP4,v_1kkc9hDshP4_5,what happened to the person in purple when he came by,dance together,2
p1QGn0IzfW0,v_p1QGn0IzfW0_5,what happened to the person in red when he jumped,grasp parallel bars,2
GsPE54bMFwE,v_GsPE54bMFwE_5,what happened to the person in the white short sleeves before the rotation,squat down,2
87F9xGaMwCw,v_87F9xGaMwCw_5,what happened after the person wearing black clothes for fitness,shut down machine,2
uLsq6gQXQPM,v_uLsq6gQXQPM_5,what happened to the the person in green after he played the slide,climb stairs,2
Y_nyVFn70Lk,v_Y_nyVFn70Lk_5,what happened to the person in green after they washed the dishes,washing spoon,2
OUxgs_QlPHE,v_OUxgs_QlPHE_5,what happened to the person in the green bathing suit before he went in the dive,dive preparation,2
MDsJa6Yitwc,v_MDsJa6Yitwc_5,what happened to the person in gray after he painted the wall,touch lens,2
b6QSzGwI9m4,v_b6QSzGwI9m4_5,what happened to the person in the orange suit after he went on the court,shake table,2
VJh9W3Gcpmo,v_VJh9W3Gcpmo_5,what happened to the person in red after he played the drums,be smashed in drum,2
I16FTpQQiic,v_I16FTpQQiic_5,what happened to the person in red before he jumped,anchor jump rope,2
zpaS2iYrJjk,v_zpaS2iYrJjk_5,what happened to the person in the red jacket after the interview with the crowd,hit masses,2
L5IbDi09Yb4,v_L5IbDi09Yb4_5,what happened to the person wearing diving suits after going to sea,see undersea biology,2
aPI0nPvzJlE,v_aPI0nPvzJlE_5,what happened to the person in the video while he was surfing,fall into river,2
0k6GFx2ZCg8,v_0k6GFx2ZCg8_5,what happened when the person in the video finished adding the material,cut sandwiches,2
4uKoAk5NCkI,v_4uKoAk5NCkI_5,what happened to the person in the video after the practice,bow,2
udSHsodv3gY,v_udSHsodv3gY_5,what happened after the person in the video brushed his horse,horse nodding,2
Au4PfoK7hyw,v_Au4PfoK7hyw_5,what happened to the person in the video after the perform,put down flute,2
-YwrMtiqHKg,v_-YwrMtiqHKg_5,what happened after the person in the video did the skin care,wash face,2
k3WPc9HmtLM,v_k3WPc9HmtLM_5,what happened to the person in the video after they finished the cream,put on bread,2
AB480dHyDeM,v_AB480dHyDeM_5,what happened after the person in the video washed his shoes,display shoes,2
z6pmp8TrAVo,v_z6pmp8TrAVo_5,what happened after the person in the video washed the dishes,laugh,2
chmegNbBTNc,v_chmegNbBTNc_5,what happened to the person in the video before he wiped the table,touch liquid,2
yGTIEmZ7S2w,v_yGTIEmZ7S2w_5,what happened to the person in the video before the javelin was thrown,run up,2
YaC68rE4lwA,v_YaC68rE4lwA_5,what happened to the person in the video before he covered his mouth,mouth leaking,2
nYl_tYmijlM,v_nYl_tYmijlM_5,what happened to the person in white after he played the drums,immerse in it,2
i5qTK0mInTc,v_i5qTK0mInTc_5,what happened after the person in yellow turned on the tv,sit on sofa,2
JGPhQX97OSE,v_JGPhQX97OSE_5,what happened after the person on the field played,leave court,2
KZ1NEffR2Qg,v_KZ1NEffR2Qg_5,what happened to the person in the red pants after he jumped the rope,to everyone ju gong,2
GgnM5RGNtDE,v_GgnM5RGNtDE_5,what happened to the person in the blue short sleeves after he stepped on the rope,start dancing,2
Y05GAiavfOg,v_Y05GAiavfOg_5,what happened after the person in the video had his nails manicured,display finger,2
aH39BSM0-Ag,v_aH39BSM0-Ag_5,what happened to the person in the white hat after he picked up the ball,throw out again,2
I9ficvPdpZg,v_I9ficvPdpZg_5,what happened to the person in the white coat after he painted the paint,turn picture back,2
Npj77L31bhw,v_Npj77L31bhw_5,what happened after the person wearing a hat tattooed,middle finger,2
HDt5z5Y0opo,v_HDt5z5Y0opo_5,what happened to the person with the short hair and the guy with the long hair,pressing on player,2
Jix3poZOeZA,v_Jix3poZOeZA_5,what happened after the player hit the first goal,pick up racket,2
sPK-sbHIb3w,v_sPK-sbHIb3w_5,what happened to the athlete before shooting,throw ball out,2
huFOZ2BiM_k,v_huFOZ2BiM_k_5,what happened before the athlete wearing a red trousers fell to the ground,handstand,2
Vxw3yFCV2iA,v_Vxw3yFCV2iA_5,what happened to the athlete after he caught the rope,get up slowly,2
PJ7HOHdOdy4,v_PJ7HOHdOdy4_5,what happened when person in the purple walked up to the bathroom table,pick up cup,2
idkQqlwyff8,v_idkQqlwyff8_5,what happened to the boy in red before the old person in blue knocked on the toy,takeoff,2
ldAHwbF8uWI,v_ldAHwbF8uWI_5,what happened to the person in red after he pulled his wrist,lose to opponent,2
7BFbmEY3BNw,v_7BFbmEY3BNw_5,what happened when the person in red got out of the cave,rowing,2
2-AMrzL7V-U,v_2-AMrzL7V-U_5,what happened to the referee after the first long jum,measuring distance,2
FnPS6zn5S7M,v_FnPS6zn5S7M_5,what happened to the judge before the woman in the gym suit hit the ground,backward dodge,2
H2fG7JRRMAs,v_H2fG7JRRMAs_5,what happens when the card shaper gets a good card,concealed cards,2
blbaWHbtqTI,v_blbaWHbtqTI_5,what happened to the second person who showed up smoking,puff out smoke,2
SjlILJ2st-I,v_SjlILJ2st-I_5,what happened to the second player on the left when the game started,get first,2
6VXQoPNphgI,v_6VXQoPNphgI_5,what happens to the man with short hair every time they land,roll in sky,2
PdwWFueQErM,v_PdwWFueQErM_5,what happened before the snow sweeper picked up his tools,sweeping snow,2
K1OsjA-f17E,v_K1OsjA-f17E_5,what happened to the staff after stopped the car,start car wash,2
V2UitlmX7Uo,v_V2UitlmX7Uo_5,what happened to the standing person playing the guitar,grab railing,2
RXDVJlb97OI,v_RXDVJlb97OI_5,what happened to the person who stood after twist,twist butt,2
S6Sg1l78IW0,v_S6Sg1l78IW0_5,what happened to the standing woman after playing,put down flute,2
6H0D8VaIli0,v_6H0D8VaIli0_5,what happened after the hip hop contest in the video,handshake,2
03c6QhTMDSs,v_03c6QhTMDSs_5,what happened to the person wearing striped clothes after the explanation was over,demo bicycles,2
VSsZZZHn1L0,v_VSsZZZHn1L0_5,what happened to the girl in a striped dress after pouring mouthwash,gargle,2
eMgC7I-GcgA,v_eMgC7I-GcgA_5,what happened to the surfers after the flips,fall,2
AtbTioB1_Kw,v_AtbTioB1_Kw_5,what happened after the trainer ran a certain distance,throw long pole,2
bYNQ0GrCt64,v_bYNQ0GrCt64_5,what happened to the weight lifter after he held the barbell,lift barbell,2
tRFK1BMKaRo,v_tRFK1BMKaRo_5,what happened to the weight lifter lifting the barbell,cross leg,2
_jIXs7AFTxw,v__jIXs7AFTxw_5,what happened to the person in the white suit after he wiped his feet,wear socks,2
_QBTD1bLSI0,v__QBTD1bLSI0_5,what happened to the person in white after he washed his hands,wipe hands,2
e0yLhjXQIXI,v_e0yLhjXQIXI_5,what happened to the person in white after he flipped,site,2
AjqnGUbsduw,v_AjqnGUbsduw_5,what happened to the person in white and the gray man after the wrench,stalemate,2
2UhbDOd43zU,v_2UhbDOd43zU_5,what happened to the person in white before the person in black practiced for the first time,hold black clothes man,2
Vhn4SuPhu-0,v_Vhn4SuPhu-0_5,what happened to the person in white before the person in black practiced for the first time,sleep,2
QJ5xv6oj1sk,v_QJ5xv6oj1sk_5,what happened to the person in white shirt after he lifted his hand for the fourth time,turn around,2
iKclcQEl4zI,v_iKclcQEl4zI_5,what happened to the girl in  white sleeves before the last flip,run up,2
cAiig_569fI,v_cAiig_569fI_5,what happened to the woman in the blue vest after she jumped,hit ball,2
_SJOVswvGRc,v__SJOVswvGRc_5,what happened to the woman in red when she caught the ball,kick ball out,2
Db9VWkgMpbE,v_Db9VWkgMpbE_5,what happened to the woman in the video before she drank water,motion,2
utgRhyBvtRU,v_utgRhyBvtRU_5,what happened to the woman in white before she lay down for the second time,clapping,2
6xBh3vzhgo4,v_6xBh3vzhgo4_5,what happened to the woman in the life jacket after the speedboat started,skater surfers,2
DTI__3fkSzM,v_DTI__3fkSzM_5,what happened to the girl who turned,continue to weave sweater,2
1PNjVTM0Zto,v_1PNjVTM0Zto_5,what happened to the person in yellow clothes before moving his feet for the first time,raise hand,2
iQnnCZTl_7U,v_iQnnCZTl_7U_5,what happened to the person in young after he finished the cake,clapping,2
kpOAGEYHts8,v_kpOAGEYHts8_5,what happened to the woman before the deal,put cards in box,2
zTHkqpNFGno,v_zTHkqpNFGno_5,what happened to the person in the black coat after he combed the bangs,fiddle with hair,2
LYTWYSqsTCE,v_LYTWYSqsTCE_5,what happened to the person in gray after the third wall,go away,2
hIHeMA1oRrY,v_hIHeMA1oRrY_5,what happened to the woman in the video after she put on her sunscreen,refresh,2
CvbL36Y8hN0,v_CvbL36Y8hN0_5,what happened to the woman in the video before the bungee jump,psychological adjustment,2
bRgvAHL3dJk,v_bRgvAHL3dJk_5,what happens when the blond person fry shrimp and clams,join noodles,2
qWgF9hxNbP8,v_qWgF9hxNbP8_5,what happened to the person in undressed after they were thrown to the ground,fall off stage,2
VpZzLvzU7_k,v_VpZzLvzU7_k_5,what happened after getting off the cable car,skidding,2
hxErUs42bBI,v_hxErUs42bBI_5,what happened after the person in red waved his hand,forward,2
HTYzbAFUghU,v_HTYzbAFUghU_5,what happened when the person in the video put the egg liquid into the pot,stir by spatula,2
3LwQ2yq85LU,v_3LwQ2yq85LU_5,what happened to the swordsman fencing on the battlements,someone is parachuting,2
lYP05IRcOPE,v_lYP05IRcOPE_5,what happened to the second person drifted to the front of the staff,fall off air cushion,2
Z6b4oFjIznU,v_Z6b4oFjIznU_5,what happened when the person on the balance beam came down from the balance beam,finish up job,2
H_JLBvfP88U,v_H_JLBvfP88U_5,what happened after the cow came out of the door,chasing people,2
3i3SUPsyZtA,v_3i3SUPsyZtA_5,what happened after the chef poured the eggs into the round pan,stir,2
MAGeYoFuCgo,v_MAGeYoFuCgo_5,what happened to the chef after he poured the noodles into the filter bucket,spaghetti,2
sqv3M6MPKjQ,v_sqv3M6MPKjQ_5,what happened when the child approached the flower bed,fall,2
5UZ2ft8Y3sI,v_5UZ2ft8Y3sI_5,what happened after the curling was thrown out,bump into pot,2
FFMugev85IY,v_FFMugev85IY_5,what happened when the drums stopped,continue knocking,2
j6BCgvUusWs,v_j6BCgvUusWs_5,what happened after the first dealer finished the card,ask for note,2
amgpZtvd9h0,v_amgpZtvd9h0_5,what happened after the hair of girl was braided,bow hairstyle,2
ds3mAmUPxYA,v_ds3mAmUPxYA_5,what happened when the last person raised his baton,play musical instrument,2
9eniCub7u60,v_9eniCub7u60_5,what happened after the little boy ran out,two people dance,2
Av0VsTxJd78,v_Av0VsTxJd78_5,what happened after someone lifted up the window,skiing,2
YVqRQDkdA8U,v_YVqRQDkdA8U_5,what happened after the person in blue jumped,fall down,2
TGffgRXc1eQ,v_TGffgRXc1eQ_5,what happened when the person in blue raised his hand ,cross hand,2
Mk7Yjq1U8OI,v_Mk7Yjq1U8OI_5,what happened to the person who started playing blue pants for the fifth time,ball landed,2
PFeerDZbGn8,v_PFeerDZbGn8_5,what happened after the person threw out the plate,dog chases plate,2
auO4r3De6vc,v_auO4r3De6vc_5,what happened after the owner dropped the plate,dog came back with something,2
z6l9utYlIrw,v_z6l9utYlIrw_5,what happened after the person wearing red clothes got up,be gone,2
hRsn4nesCQo,v_hRsn4nesCQo_5,what happened to the person in gray after he turned around,dipping pigment,2
BhgcXqWQhkQ,v_BhgcXqWQhkQ_5,what happened when the person on the stage stooped down to say thank you,video end,2
RtF6TGqwa7Y,v_RtF6TGqwa7Y_5,what happened to the person who was sitting with his head up,speak,2
2uUNiV8xmEo,v_2uUNiV8xmEo_5,what happened to the player in white after he fell,attack,2
I2XqSiNerwg,v_I2XqSiNerwg_5,what happened after the person in white took out the pole,swing rod,2
hvrKRg166eQ,v_hvrKRg166eQ_5,what happened after the woman waved in the middle,raise your left hand,2
5dN-MpXG9OE,v_5dN-MpXG9OE_5,what happened after the player in the video jumped forward,back somersault,2
Ki1bs5X_S5k,v_Ki1bs5X_S5k_5,what happened after the kid hit the bottle with a stick,plaything,2
v0azz4XzW_s,v_v0azz4XzW_s_5,what happens when people in video do not turn on the switch,touch ones head,2
kistIwzeQOU,v_kistIwzeQOU_5,what happened before the man wearing white clothes put on a wall cloth,stand on bench,2
UvOEuhS0V3E,v_UvOEuhS0V3E_5,what happens to a long hair woman before a short hair man eats something,rouge lips,2
lOZ9bfzq89o,v_lOZ9bfzq89o_5,what happened to the athlete in green before he doubled over,original takeoff,2
FWZ6wgaJ_L4,v_FWZ6wgaJ_L4_5,what happened to the person wearing blue clothes after cutting things out,rinse,2
G4-qjGC_3VA,v_G4-qjGC_3VA_5,what happened before the person in black jumped up,straighten rod,2
LsVCwr6qPmY,v_LsVCwr6qPmY_5,what happened after the person in blue ironed his collar,ironing sleeves,2
H0dG_1Vgw4Q,v_H0dG_1Vgw4Q_5,what happens when the person in blue shorts picks up a barbell,squating,2
4MwnHtlaEUY,v_4MwnHtlaEUY_5,what happened after the person in the video assembled the bicycle,start riding,2
lU6DMCif3eE,v_lU6DMCif3eE_5,what happened to the person in the video after blowing the first paragraph,open mouth ventilation,2
VvsYrfEvvUw,v_VvsYrfEvvUw_5,what happened to the person in the video after holding the parallel bars,support yourself,2
6JZVpl2S2Mg,v_6JZVpl2S2Mg_5,what happened when the person in the video put the pupil on,dark bigger,2
cCDffwsJvsY,v_cCDffwsJvsY_5,what happened to the person in the video after he took out the ignition,light,2
qaml4eEk9hY,v_qaml4eEk9hY_5,what happened to the person in the video after the first turn,mice,2
meNgZdu8tIk,v_meNgZdu8tIk_5,what happened to the person in the video before he baked the sandwich,smear oil,2
g9lNpSAtHgI,v_g9lNpSAtHgI_5,what happened to the person in the video before he painted the chair,lacquer,2
2k-qlZxc9l4,v_2k-qlZxc9l4_5,what happened to the person in the video before shaving hair of his legs,coated hair cream,2
G25py7yEVyo,v_G25py7yEVyo_5,what happened when the person in white took the flowers,handshake,2
nhQTxZlzG1Q,v_nhQTxZlzG1Q_5,what happens after the person in black play games,rest,2
z8x3wUZYOaM,v_z8x3wUZYOaM_5,what happened to the person wearing black clothes after pulling hair,throw away,2
SB0dU5oDvaE,v_SB0dU5oDvaE_5,what happened after the person in black shoveled the snow,dog jumped up,2
tgPD2SZo_DY,v_tgPD2SZo_DY_5,what happened to the person in blue after he ran off with the needle,counterclockwise running,2
pKOy4HJwCqo,v_pKOy4HJwCqo_5,what happened to the person in the dark green suit facing the camera,back to lens,2
MDWaKr7Gu5Q,v_MDWaKr7Gu5Q_5,what happens to the person in green when they blow away the fallen leaves,push leaves off,2
d6gGZFQOxOg,v_d6gGZFQOxOg_5,what happened to the person in green before he lifted the weight,squat,2
09ocXmGF-T4,v_09ocXmGF-T4_2,does the boy in black teach the boy to peel potatoes,yes,3
Flm_SCK10GQ,v_Flm_SCK10GQ_10,does the person on the right win,no,3
KPRymTsPCC0,v_KPRymTsPCC0_3,is the boy with glasses come here alone,no,3
F7K2oT7ADkk,v_F7K2oT7ADkk_8,is the bubble in the pool big,yes,3
S7CW-si2JjA,v_S7CW-si2JjA_2,is the cake on the table,yes,3
S7CW-si2JjA,v_S7CW-si2JjA_3,is the cake under the table,no,3
VFC-V06hVj0,v_VFC-V06hVj0_2,does it necessary to hold a camel during the ride,yes,3
e4kS-n7_LRU,v_e4kS-n7_LRU_9,does the car in the video run,yes,3
brJIpRGcBFU,v_brJIpRGcBFU_10,is the car introduced in the video convenient for people,yes,3
g9lNpSAtHgI,v_g9lNpSAtHgI_10,is the chair in the video made of wood,yes,3
MAGeYoFuCgo,v_MAGeYoFuCgo_2,does the chef cook noodles in the room,yes,3
MAGeYoFuCgo,v_MAGeYoFuCgo_3,does the chef cook noodles outside,no,3
3i3SUPsyZtA,v_3i3SUPsyZtA_2,does the chef wear a black watch in his left hand,yes,3
3i3SUPsyZtA,v_3i3SUPsyZtA_3,does the chef wear a white watch in his left hand,no,3
Ki1bs5X_S5k,v_Ki1bs5X_S5k_3,does the child hold a flower,no,3
Ki1bs5X_S5k,v_Ki1bs5X_S5k_2,does the child hold a stick,yes,3
MAYrBia9Xnw,v_MAYrBia9Xnw_2,does the child perform martial arts indoors,yes,3
MAYrBia9Xnw,v_MAYrBia9Xnw_3,does the child perform martial arts outdoors,no,3
dZsk5Dp_5FE,v_dZsk5Dp_5FE_2,is the child's clothes light gray,yes,3
AB5cWhlQ0Kk,v_AB5cWhlQ0Kk_9,is putting christmas tree in first then decorating in the video,yes,3
chmegNbBTNc,v_chmegNbBTNc_2,does the cloth that wipes the table blue,yes,3
chmegNbBTNc,v_chmegNbBTNc_3,does the cloth that wipes the table white,no,3
BdRH3lpopLQ,v_BdRH3lpopLQ_2,is the clothes with the number 19 color white,yes,3
FkbpD1zWdPw,v_FkbpD1zWdPw_2,does the girl playing in the archery,yes,3
pzTqZWPubk8,v_pzTqZWPubk8_10,is the complexity of brushing teeth high,no,3
Jhcis4S2Vsg,v_Jhcis4S2Vsg_3,is the contestant indoors in the video,no,3
Jhcis4S2Vsg,v_Jhcis4S2Vsg_2,is the contestant outdoors in the video,yes,3
2_H3lxMWvPo,v_2_H3lxMWvPo_3,does the cow fight in the video indoors,no,3
2_H3lxMWvPo,v_2_H3lxMWvPo_2,does the cow fight in the video outdoors,yes,3
Erje-PwY9hE,v_Erje-PwY9hE_3,does the crocodile appear in the video,no,3
PBYg9ekd86w,v_PBYg9ekd86w_3,is the cup black,no,3
PBYg9ekd86w,v_PBYg9ekd86w_2,is the cup red,yes,3
vHnZ3NrZER0,v_vHnZ3NrZER0_3,do you use cups for measuring length,no,3
FtRGOgg0Qh8,v_FtRGOgg0Qh8_2,is the cyclist an adult,yes,3
bWZkD_s1940,v_bWZkD_s1940_6,does the dance girl's dance successful,no,3
